268n-a7em.csv,local,high,0.333129168,605
2ps2-dsjr.csv,_05_principal,medium,0.823002338,1001
45nu-yrf2.csv,6 EXPULSIONS,medium,1.133523941,1666
4nft-bihw.csv,tax_year,high,0.404711485,1001
4tys-3tzj.csv,multifamily_housing_number,low,0.439420462,1001
64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,medium,1.096136093,1744
6bqn-qdwq.csv,tnc_mode,high,0.453391314,1001
6e44-8i2s.csv,larceny_or_other_theft_with_weapon_s,low,0.396700144,1001
8nqg-ia7v.csv,flag_mc,high,0.32241559,493
9cvd-uyw6.csv,ELL PRINCIPAL,medium,1.059901953,1744
disc.csv,A29 Gang Related Behavior R,medium,1.052500963,1666
disc.csv,A37 Intimidating and Bullying Behavior  S,medium,1.067564011,1666
disc.csv,A52 Group Violence S,medium,1.046066999,1666
ek6b-5n74.csv,description_of_code,high,0.402738333,1001
f33j-ecpr.csv,q21_r1_c2,low,0.441191435,1001
fx4z-5xg2.csv,stop_question_frisk_complaint,high,0.409679651,1001
g3xg-qtbc.csv,approx_date_closed,high,0.393656731,1001
i6ky-n2wd.csv,_2_superintendent,medium,0.834616184,1001
ijzq-5wy8.csv,modes_used_june_bus,medium,0.822264671,960
iz2q-9x8d.csv,total_est_fee,high,0.420938969,1001
jpcp-ic7c.csv,qworktravelcode06,high,0.397723675,1001
kcey-vehy.csv,qsurveyzone_home,high,0.840876818,1001
kg6x-kv5b.csv,10 REMOVALS,medium,1.060880661,1666
m8p6-tp4b.csv,yrb_rng,low,0.42106843,1001
n84m-kx4j.csv,vehicle_engine_horsepower,high,0.415691614,1001
naib-xtez.csv,a59_using_weapon_other_than,medium,0.833577156,1001
naib-xtez.csv,a40_taking_property_without,medium,0.827894926,1001
naib-xtez.csv,a34_coercion_threats_p,medium,0.432691813,1001
nbun-wekj.csv,municipally_supplied_potable_1,low,0.440689087,1001
njjd-3gve.csv,q21_r4_c2,low,0.426628351,1001
njjd-3gve.csv,q20_r7_c4,low,0.416020393,1001
r5p4-2qap.csv,18 PRINCIPAL,medium,1.10078454,1744
reri-chf8.csv,grade_12,high,0.270659924,193
t5qg-w9sq.csv,B31 Scholastic Dishonesty R,medium,1.106203794,1666
utpj-74fz.csv,retail_store_number_of_open,low,0.454938889,1001
utpj-74fz.csv,bank_branch_number_of,low,0.424145222,1001
utpj-74fz.csv,percent_of_electricity_that,low,0.507578373,1001
uu87-uz8m.csv,asc_contact_perp,high,0.231468439,4
vc9v-wg6y.csv,ell_arabic,high,0.419082403,1001
wa2y-rh4b.csv,noncity_yr1_plan,low,0.441696167,1001
wcm8-aq5w.csv,propane_use_kbtu,low,0.428653002,1001
wcm8-aq5w.csv,percent_of_electricity_that,low,0.418514252,1001
x5tk-fa54.csv,year_5_estimate,high,0.392737627,1001
yr5p-wjer.csv,stadium_closed_gross_floor,low,0.427154541,1001
yr5p-wjer.csv,worship_facility_gross_floor,low,0.414045334,1001
